Dnr,Agenda_2030,VinnovaAnpassatDelm
2018-00982,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01008,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01039,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01070,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01074,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01076,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01114,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01132,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01135,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01143,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01191,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01200,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01207,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01239,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01263,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01294,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01307,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01339,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01388,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01414,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01473,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01475,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01484,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01485,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01487,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01488,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01490,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01491,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01496,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01522,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01535,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01581,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01605,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01638,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01703,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01720,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01754,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01757,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01827,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01830,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01855,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01870,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01878,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-01905,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02029,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02030,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02041,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02088,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02125,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02165,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02209,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02212,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02226,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02272,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02293,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02294,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02296,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02320,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02339,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02359,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02415,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02418,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02423,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02436,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02437,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02445,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02448,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02449,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02451,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02456,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02461,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02477,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02516,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02522,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02525,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02528,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02529,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02592,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02597,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02627,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02642,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02679,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02682,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02721,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02726,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02737,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02753,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02762,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02763,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02766,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02771,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02772,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02773,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02775,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02779,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02780,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02788,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02820,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02822,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02838,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02842,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02961,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02977,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02978,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-02987,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03002,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03003,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03047,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03076,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03082,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03101,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03105,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03107,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03125,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03176,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03177,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03185,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03243,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03251,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03261,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03266,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03268,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03270,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03271,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03302,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03306,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03321,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03323,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03329,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03354,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03362,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03402,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03425,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03440,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03472,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03485,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03494,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03575,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03646,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03676,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03686,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03712,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03716,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03721,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03728,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03729,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03732,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03734,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03736,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03738,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03740,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03752,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03779,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03782,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03787,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03789,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03790,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03792,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03795,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03813,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03815,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03820,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03854,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03855,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03856,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03857,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03907,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03926,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03927,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03930,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03979,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03986,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03995,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03997,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-03998,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04007,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04009,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04190,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04261,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04263,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04266,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04269,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04273,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
